x,y
249.000000,187.000000
246.000000,190.000000
245.000000,190.000000
244.000000,191.000000
243.000000,191.000000
242.000000,190.000000
241.000000,190.000000
237.000000,194.000000
238.000000,195.000000
239.000000,195.000000
242.000000,198.000000
242.000000,199.000000
243.000000,200.000000
243.000000,201.000000
244.000000,202.000000
244.000000,204.000000
243.000000,205.000000
243.000000,206.000000
244.000000,207.000000
245.000000,207.000000
246.000000,206.000000
247.000000,206.000000
248.000000,205.000000
249.000000,205.000000
253.000000,201.000000
250.000000,198.000000
250.000000,197.000000
251.000000,196.000000
251.000000,195.000000
252.000000,194.000000
252.000000,189.000000
250.000000,187.000000
