x,y
2.000000,192.000000
1.000000,193.000000
0.000000,193.000000
0.000000,203.000000
1.000000,203.000000
2.000000,202.000000
11.000000,202.000000
13.000000,204.000000
13.000000,205.000000
14.000000,206.000000
11.000000,209.000000
7.000000,209.000000
6.000000,210.000000
7.000000,211.000000
10.000000,211.000000
11.000000,210.000000
13.000000,212.000000
15.000000,210.000000
15.000000,209.000000
17.000000,207.000000
18.000000,207.000000
19.000000,206.000000
19.000000,205.000000
16.000000,202.000000
14.000000,202.000000
12.000000,200.000000
8.000000,200.000000
7.000000,199.000000
6.000000,199.000000
4.000000,197.000000
4.000000,195.000000
5.000000,194.000000
3.000000,192.000000
